source_wallet_id,dest_wallet_id,timestamp,amount,token-type
mixer_3zkwdeekgy,w_fyo1750ceh,2025-12-12T22:36:02Z,1974.11,USDC
mixer_spengwyx9t,exchange_ajssuuqo1v,2025-12-01T10:20:30Z,883.34,USDC
illicit_in3oeuvtyt,exchange_smado8e7fl,2026-01-14T22:49:21Z,1137.03,USDT
exchange_smado8e7fl,w_j2qp89uzfk,2025-11-23T20:04:49Z,3803.57,USDT
exchange_smado8e7fl,w_5jsg65kxvf,2025-11-13T02:53:16Z,2.723257,ETH
mixer_3zkwdeekgy,w_pnsm43d8w3,2026-01-23T03:23:06Z,2.730795,ETH
w_3qsqcq30o3,exchange_smado8e7fl,2026-01-24T19:48:02Z,2360.46,USDT
exploit_rflqbmae38,illicit_dw2zcfzw0l,2025-11-04T09:24:20Z,522.17,DAI
w_hsahxthv3a,mixer_3zkwdeekgy,2025-12-13T03:50:30Z,4772.16,DAI
exchange_ajssuuqo1v,w_hh5lf6a4fe,2025-11-15T08:16:17Z,0.982458,ETH
mixer_j5sxvwvm4w,w_0ubmc97c7b,2025-11-28T04:05:10Z,2686.46,USDT
exchange_xmxb9yo18p,w_5935a0l725,2025-12-29T14:31:22Z,1018.78,DAI
w_7s55j2o7s3,mixer_zh13cd5glq,2025-12-13T21:44:07Z,1.066046,ETH
w_sqt26q3xlr,exchange_ajssuuqo1v,2026-01-10T08:23:20Z,2208.29,USDT
w_p501nouhtc,exchange_qhrrpzlk3e,2025-12-06T15:54:34Z,2588.45,USDC
w_rxdouadvwk,exchange_4xyf9igfu8,2026-01-23T11:24:08Z,2177.7,USDT
exchange_ajssuuqo1v,w_rtj5pht0hl,2026-01-31T09:42:08Z,505.09,DAI
w_0y9dom5igq,mixer_j5sxvwvm4w,2025-11-03T15:02:10Z,932.94,USDT
illicit_dw2zcfzw0l,illicit_8lw2lm349e,2026-01-10T05:31:40Z,1778.69,USDC
exchange_ajssuuqo1v,w_ie0rnujjq9,2025-12-14T05:11:31Z,898.98,USDC
w_r4kz36u8ue,exchange_smado8e7fl,2025-11-03T09:53:40Z,1551.16,USDC
w_25sq8croyr,exchange_xmxb9yo18p,2026-01-08T01:55:16Z,4.00642,ETH
illicit_in3oeuvtyt,mixer_j5sxvwvm4w,2025-11-16T22:20:23Z,3317.44,DAI
w_u2gc5wi6fq,exchange_smado8e7fl,2025-12-03T07:19:38Z,0.456425,ETH
illicit_dw2zcfzw0l,exchange_xmxb9yo18p,2025-12-13T15:00:06Z,2162.61,USDC
mixer_spengwyx9t,w_0s9bp4m18o,2025-11-25T10:48:35Z,3.053372,ETH
w_5bcw790pdw,exchange_4xyf9igfu8,2026-01-05T21:50:56Z,669.01,USDC
w_18k0axycel,mixer_zh13cd5glq,2026-01-11T05:56:03Z,1300.97,USDC
w_3do7002g3y,w_pvs7hzioyk,2025-12-28T10:43:08Z,1165.82,USDT
mixer_zh13cd5glq,w_3j2d54i3qk,2026-01-07T04:51:56Z,1155.76,USDC
exchange_ajssuuqo1v,w_r2ykccprhv,2025-11-11T06:02:34Z,101.77,USDC
w_upfln4rxyj,mixer_zh13cd5glq,2026-01-27T22:47:14Z,1374.95,DAI
illicit_69ugnekrcp,exchange_xmxb9yo18p,2025-11-28T12:07:59Z,1917.38,USDT
w_ef0votqtxh,mixer_j5sxvwvm4w,2026-01-02T17:33:03Z,1.85612,ETH
illicit_dw2zcfzw0l,mixer_3zkwdeekgy,2025-12-23T06:41:26Z,1176.09,DAI
w_s1k9ye9o2m,exchange_ajssuuqo1v,2025-11-30T18:19:30Z,710.12,USDT
mixer_3zkwdeekgy,w_60rjiw1swj,2025-12-13T00:02:44Z,6071.76,USDT
w_i15cqzcuct,mixer_zh13cd5glq,2025-12-31T20:54:34Z,2330.43,DAI
exchange_smado8e7fl,w_cgvyie6ivw,2025-11-21T20:15:25Z,455.81,USDC
w_fyo1750ceh,mixer_j5sxvwvm4w,2025-11-22T11:13:35Z,0.242562,ETH
w_5jsg65kxvf,exchange_smado8e7fl,2026-01-21T14:12:51Z,2238.00964569,DAI
w_3sdygfliji,mixer_zh13cd5glq,2025-12-02T13:13:47Z,0.06197029,WBTC
exchange_xmxb9yo18p,w_j2qp89uzfk,2025-12-15T19:12:50Z,868.63,USDT
exploit_rflqbmae38,illicit_dw2zcfzw0l,2025-11-06T19:57:24Z,1516.9,USDT
mixer_spengwyx9t,w_7s55j2o7s3,2025-12-09T20:23:35Z,581.53,USDC
illicit_amdvlnknd6,mixer_3zkwdeekgy,2025-12-11T01:54:15Z,4116.91,DAI
w_cfi4o6l1f9,exchange_smado8e7fl,2026-01-25T20:28:46Z,591.01,USDT
w_5935a0l725,exchange_qhrrpzlk3e,2025-11-10T02:05:17Z,1783.7,USDC
mixer_3zkwdeekgy,w_18k0axycel,2025-11-13T09:42:51Z,694.68,DAI
mixer_3zkwdeekgy,w_l8os9xtogn,2025-11-05T16:13:46Z,2140.03,USDC
w_9xuy41iblj,exchange_qhrrpzlk3e,2025-11-07T20:59:24Z,2135.64,USDC
illicit_amdvlnknd6,illicit_8lw2lm349e,2026-01-22T18:32:05Z,629.41,USDT
illicit_dw2zcfzw0l,illicit_8lw2lm349e,2025-11-29T10:32:48Z,2035.56,USDT
illicit_dalmjegqto,w_u2gc5wi6fq,2025-11-22T01:26:45Z,4244.57,USDT
exchange_smado8e7fl,w_k6re4q6qdy,2026-01-13T11:13:37Z,0.038152,WBTC
w_dtbh55rbc7,exchange_smado8e7fl,2025-11-30T04:09:47Z,368.64,DAI
illicit_69ugnekrcp,illicit_8qzpky32or,2025-11-05T11:13:02Z,3778.28,USDT
mixer_j5sxvwvm4w,w_30t9nt3w5u,2025-12-14T17:00:15Z,1651.3,USDT
w_3qsqcq30o3,exchange_xmxb9yo18p,2026-01-14T15:05:52Z,0.868387,ETH
exchange_smado8e7fl,w_9k9xjuy0bv,2025-12-16T10:43:47Z,0.083,WBTC
w_nhj7xvg0fn,exchange_qhrrpzlk3e,2025-12-04T15:05:56Z,4774.96,USDC
w_xux1oxrwk8,mixer_3zkwdeekgy,2025-11-21T08:24:49Z,958.06,USDC
w_lc58drc11e,exchange_ajssuuqo1v,2025-12-24T20:41:14Z,0.206987,WBTC
exchange_smado8e7fl,w_4gh2m5zja8,2025-12-03T17:17:31Z,0.255284,ETH
exchange_ajssuuqo1v,w_s1k9ye9o2m,2025-11-30T23:39:50Z,1360.36,USDC
exchange_xmxb9yo18p,w_3r30me8f84,2025-11-10T01:55:21Z,1.128154,ETH
w_psfnkomv2x,mixer_zh13cd5glq,2026-01-24T13:15:08Z,1186.3,USDC
exchange_ajssuuqo1v,w_8ut0cvs4f8,2026-01-24T19:06:06Z,0.328374,WBTC
illicit_amdvlnknd6,illicit_l8hl88kzru,2025-11-12T16:01:37Z,799.05,DAI
illicit_prcjiwvhdk,exchange_ajssuuqo1v,2025-12-18T13:25:24Z,495.4,USDT
exchange_qhrrpzlk3e,w_yz7srcbplj,2025-11-19T18:46:46Z,1130.27,USDC
w_ylurtp0lzj,exchange_qhrrpzlk3e,2026-01-05T08:00:19Z,1329.54,USDT
illicit_in3oeuvtyt,mixer_3zkwdeekgy,2025-11-24T02:14:41Z,1544.33,DAI
exchange_smado8e7fl,w_45bm1enf31,2026-01-28T01:02:53Z,3096.78,USDC
w_waouaxeqbn,mixer_spengwyx9t,2025-12-07T19:30:20Z,866.16,USDC
w_8ut0cvs4f8,exchange_qhrrpzlk3e,2025-12-13T08:48:41Z,907.39,USDC
w_64jwtektsg,mixer_spengwyx9t,2026-01-01T21:17:15Z,1967.56,USDC
mixer_spengwyx9t,w_dtbh55rbc7,2026-01-11T04:22:41Z,0.241435,ETH
exchange_ajssuuqo1v,w_kbp2qd6vas,2026-01-06T20:20:54Z,3392.86,USDC
w_3nx39rbsv5,mixer_zh13cd5glq,2025-11-26T18:44:02Z,90.36,DAI
exchange_qhrrpzlk3e,w_9tze5r5uqp,2025-12-20T09:44:48Z,1475.49,DAI
w_874frhocn9,exchange_xmxb9yo18p,2025-12-29T08:28:19Z,0.771228,WBTC
w_h75lxo6qji,mixer_j5sxvwvm4w,2025-11-15T03:05:39Z,900.33,USDC
w_9t7e8g8jdp,exchange_qhrrpzlk3e,2026-01-17T21:08:11Z,672.99,USDT
w_o119xp9n56,exchange_smado8e7fl,2025-12-19T03:28:20Z,7041.24,DAI
w_zqy72wx7pt,exchange_qhrrpzlk3e,2025-11-15T01:40:27Z,11.115079,ETH
w_fm8zov7ln2,mixer_3zkwdeekgy,2025-12-24T21:38:43Z,292.27076584,USDT
w_lxslg6mm1z,exchange_ajssuuqo1v,2026-01-11T02:11:59Z,1985.64,USDT
exchange_qhrrpzlk3e,w_3sdygfliji,2025-11-20T05:15:29Z,0.040637,WBTC
exchange_smado8e7fl,w_9rr7s20cv3,2025-11-25T20:27:36Z,207.2,USDC
w_ou9iy4x41d,mixer_spengwyx9t,2025-11-25T02:37:32Z,1094.92,USDT
w_uk9e1v2isq,exchange_qhrrpzlk3e,2026-01-10T21:01:16Z,2834.82,USDC
illicit_1bj9rm7pyx,mixer_zh13cd5glq,2025-11-09T03:24:38Z,743.19,USDT
w_2sehe2atn2,exchange_4xyf9igfu8,2026-01-10T15:09:30Z,5044.62,USDC
w_u2gc5wi6fq,mixer_zh13cd5glq,2025-11-17T05:30:20Z,3132.77,DAI
exchange_ajssuuqo1v,w_38xrg2gzr7,2026-01-10T19:09:21Z,0.588174,ETH
exchange_qhrrpzlk3e,w_o75rh8lx6d,2026-01-03T09:25:54Z,0.139562,WBTC
w_qacj4t0sek,mixer_zh13cd5glq,2026-01-09T02:03:48Z,0.563833,ETH
w_zpeal2w37d,exchange_qhrrpzlk3e,2025-11-03T08:40:12Z,4568.12,DAI
w_es6m033ifh,mixer_j5sxvwvm4w,2025-11-19T08:04:29Z,1303.76,USDT
w_txcb48y1o4,exchange_4xyf9igfu8,2026-01-12T15:17:10Z,1581.48,USDT
mixer_zh13cd5glq,w_8ut0cvs4f8,2025-12-04T15:32:41Z,692.71,USDT
mixer_j5sxvwvm4w,w_9xpseimvih,2025-11-27T18:52:35Z,0.03947064,WBTC
mixer_spengwyx9t,w_7c3dd03uvu,2025-11-11T22:50:31Z,2549.35,USDC
exchange_xmxb9yo18p,w_38xrg2gzr7,2025-12-21T17:38:49Z,908.72,USDT
exchange_qhrrpzlk3e,w_4ivsolmlgs,2025-11-26T21:25:48Z,0.250593,WBTC
mixer_3zkwdeekgy,w_tz0yncxll4,2026-01-16T02:46:37Z,0.14352409,WBTC
w_r6k2vmwwyz,exchange_qhrrpzlk3e,2026-01-09T18:44:44Z,0.517441,ETH
exchange_qhrrpzlk3e,w_0s0r2sds8b,2025-12-30T15:08:32Z,432.43,DAI
w_3j2d54i3qk,exchange_ajssuuqo1v,2025-11-13T06:03:07Z,1023.37,USDC
mixer_3zkwdeekgy,exchange_qhrrpzlk3e,2025-12-15T18:16:02Z,718.94,USDT
w_qjg02u1g46,exchange_ajssuuqo1v,2025-12-11T12:16:52Z,4641.77,USDT
w_tzk3ny9v20,mixer_j5sxvwvm4w,2026-01-26T05:37:17Z,2016.8,USDT
